Testcase ID,Functionality,Sub-Functionality,Title,Pre-requisites,Steps,Expected Output,Support Files,Platform,OS Version,Priority,Category,Remarks,Actual Output,Status - OP,Status - Cloud,Issue ID
TC-AGENTINSTALL-UPGRADE-001,Agent Installation,UPGRADE,Agent upgrade to a newer build - happy path,"Target with an older agent build, managed and Active.","1. Note current AgentVersion (HKLM\SOFTWARE\WOW6432Node\AdventNet\DesktopCentral\DCAgent\\AgentVersion). [registry_operation: read_key]
2. Trigger upgrade to a newer build (server-driven or installer). [Qengine browser / run_bat]
3. After upgrade, verify AgentVersion incremented and service RUNNING.
4. Verify config/registry retained correctly.",Agent upgrades to the new build; AgentVersion updated; service RUNNING; settings preserved.,HKLM\SOFTWARE\WOW6432Node\AdventNet\DesktopCentral\DCAgent\\; C:\Program Files (x86)\ManageEngine\UEMS_Agent\logs\DCAgentService.log,windows,Windows 11 (x64),P1,Upgrade / Migration,,,,,
TC-AGENTINSTALL-UPGRADE-002,Agent Installation,UPGRADE,Agent upgradation failure,Target with an older build; reproduce the reported upgrade failure conditions.,"1. Trigger the upgrade under the reported conditions. [run_bat]
2. Capture installer/upgrade logs and resulting state.",Reproduce the upgrade failure and root-cause it; confirm the machine is left in a usable state and the fixed build upgrades cleanly.,C:\Program Files (x86)\ManageEngine\UEMS_Agent\logs\DCAgentService.log; installer log,windows,Windows 11 (x64),P1,Support Ticket Scenario,SUPPORT TICKET: agent-upgradation-failure.,,,,Upgrade failure
TC-AGENTINSTALL-UPGRADE-003,Agent Installation,UPGRADE,Agent upgrade fails - MSI signature could not be verified,Upgrade package whose MSI signature fails verification.,"1. Attempt upgrade with the affected MSI. [run_command]
2. Observe signature verification behavior.",Reproduce the signature verification failure; confirm a properly signed MSI upgrades successfully and tampered/unsigned ones are rejected.,Agentinstalllog.txt; Event Viewer,windows,Windows 11 (x64),P1,Security / Permission,SUPPORT TICKET: upgrade-msi-signature-not-verified.,,,,MSI signature
TC-AGENTINSTALL-UPGRADE-004,Agent Installation,UPGRADE,Upgrade leaves dcagentservice.exe / dcagentregister.exe not replaced,Target with older binaries; upgrade applied.,"1. Record file versions of dcagentservice.exe and dcagentregister.exe in C:\Program Files (x86)\ManageEngine\UEMS_Agent\bin\\ before upgrade. [file_folder_operation]
2. Perform the upgrade. [run_bat]
3. Re-check the two binaries' versions after upgrade.",Reproduce the case where the two binaries are not replaced; confirm the fix replaces dcagentservice.exe and dcagentregister.exe with the new versions.,C:\Program Files (x86)\ManageEngine\UEMS_Agent\bin\\; C:\Program Files (x86)\ManageEngine\UEMS_Agent\logs\DCAgentService.log,windows,Windows 11 (x64),P1,Bug Scenario,SUPPORT TICKET: binaries-not-replaced-after-upgrade.,,,,Binaries not replaced
TC-AGENTINSTALL-UPGRADE-005,Agent Installation,UPGRADE,New install must clean up older agent registry keys,Target with leftover registry keys from a previous agent.,"1. Leave stale agent registry keys under HKLM\SOFTWARE\WOW6432Node\AdventNet\DesktopCentral\DCAgent\\. [registry_operation]
2. Perform a fresh install of the new agent. [run_bat]
3. Inspect registry for leftover/duplicate keys.","On new install, older/stale agent registry keys are cleaned up; no conflicting leftover keys remain.",HKLM\SOFTWARE\WOW6432Node\AdventNet\DesktopCentral\DCAgent\\,windows,Windows 11 (x64),P1,Cleanup / Uninstall,SUPPORT TICKET: old-registry-keys-not-cleaned.,,,,Old reg keys
TC-AGENTINSTALL-UPGRADE-006,Agent Installation,UPGRADE,SDP key not deleted after install - machine falls under SDP,Fresh install where an SDP-related key may persist in the registry.,"1. Perform a fresh install. [run_bat]
2. Inspect registry for any leftover SDP key under HKLM\SOFTWARE\WOW6432Node\AdventNet\DesktopCentral\DCAgent\\. [registry_operation: read_key]",Reproduce the leftover SDP key; confirm the fix deletes it so a freshly installed machine does not incorrectly fall under SDP.,HKLM\SOFTWARE\WOW6432Node\AdventNet\DesktopCentral\DCAgent\\,windows,Windows 11 (x64),P1,Cleanup / Uninstall,SUPPORT TICKET: SDP-key-not-deleted.,,,,SDP key leftover
TC-AGENTINSTALL-UPGRADE-007,Agent Installation,UPGRADE,Delay updating Actual Agent version from DCAgentServerInfo.json after SSDF refresh,Agent installed/upgraded; SSDF refresh cycle in play.,"1. After install/upgrade, note the version in DCAgentServerInfo.json. [file_folder_operation]
2. Observe how long the console takes to reflect the Actual Agent version across refresh cycles. [Qengine browser]",Reproduce the reporting delay; confirm the fix updates the Actual Agent version promptly after the SSDF refresh.,DCAgentServerInfo.json; UEMS console; C:\Program Files (x86)\ManageEngine\UEMS_Agent\logs\DCAgentService.log,windows,Windows 11 (x64),P2,Timing / Timeout,SUPPORT TICKET: version-update-delay-after-SSDF.,,,,Version refresh delay
TC-AGENTINSTALL-UPGRADE-008,Agent Installation,UPGRADE,Backward-compat - MSI command for builds below vs above 10.1.2220.1,"Two targets: one for a build below 10.1.2220.1, one above.","1. Run the documented msiexec command on a sub-10.1.2220.1 build. [run_command]
2. Run the same command on an above-10.1.2220.1 build. [run_command]
3. Validate both install correctly.",Identical msiexec command installs correctly on both build ranges (command is the same per KNOWLEDGE).,Agentinstalllog.txt; HKLM\SOFTWARE\WOW6432Node\AdventNet\DesktopCentral\DCAgent\\,windows,Windows 11 (x64),P3,Upgrade / Migration,,,,,
TC-AGENTINSTALL-E2E-001,Agent Installation,E2E,"E2E Local Office lifecycle - install, verify, upgrade, uninstall",Clean Local Office target (x64). Console access.,"1. Pre-clean target.
2. Push install the agent from console. [Qengine browser]
3. Validate: service RUNNING, registry/install dir correct, machine Active. 1. Record target architecture: run `wmic os get osarchitecture` (use $env:PROCESSOR_ARCHITECTURE for ARM64). [run_command]
4. Upgrade the agent to a newer build; verify AgentVersion increments. [Qengine browser]
5. Uninstall via console; verify full cleanup (no service/process/registry/dir).",Full lifecycle succeeds end-to-end: install -> active -> upgrade -> clean uninstall with no leftovers.,C:\Program Files (x86)\ManageEngine\UEMS_Agent\logs\DCAgentService.log; HKLM\SOFTWARE\WOW6432Node\AdventNet\DesktopCentral\DCAgent\\; C:\Program Files (x86)\ManageEngine\UEMS_Agent\\; Windows Services (services.msc); UEMS console SoM page (browser); C:\Program Files (x86)\ManageEngine\UEMS_Agent\\,windows,Windows 11 (x64),P1,E2E,,,,,
TC-AGENTINSTALL-E2E-002,Agent Installation,E2E,"E2E Remote Office lifecycle - add office, DS install, WAN agent, verify via DS, uninstall","Console access. Remote office machines (one DS host with static IP, one agent target).","1. Add a Remote Office with communication = Through Distribution Server. [Qengine browser]
2. Install the DS (auto or manual); verify DS Active and replicated.
3. Install a WAN agent (auto or manual); validate it registers via DS (ServerName = DS IP).
4. Confirm the agent appears Active under the Remote Office and communicates through the DS.
5. Uninstall the agent and verify cleanup.","Remote office, DS, and WAN agent all come up correctly; agent communicates via DS; clean uninstall at the end.",C:\Program Files (x86)\ManageEngine\UEMS_Agent\logs\DCAgentService.log; HKLM\SOFTWARE\WOW6432Node\AdventNet\DesktopCentral\DCAgent\\; C:\Program Files (x86)\ManageEngine\UEMS_Agent\\; Windows Services (services.msc); UEMS console SoM page (browser); C:\Program Files (x86)\ManageEngine\UEMS_DS\\; DS replication logs,windows,Windows 11 (x64),P1,E2E,,,,,
